record_id,text,timestamp,topic,region,event_phase,reference_event,subtopic_tag,source_style,language_style,data_source
KE22-0720,"At Bomas, officials say verification is still underway and no constituency should be skipped.",2022-08-15 17:07:00,Counting & Results,Nakuru,Tallying & Results,form_34a_verification,results_correction,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0146,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-15 17:16:00,Counting & Results,Nairobi,Tallying & Results,commission_split,transmission_issue,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0834,"Results board updates are slower than hoped, but at least the figures are being checked carefully. Tuwe watulivu.",2022-08-15 17:31:46,Counting & Results,Kakamega,Tallying & Results,bomas_tallying,bomas_update,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0325,"Results board updates are slower than hoped, but at least the figures are being checked carefully.",2022-08-15 17:35:00,Counting & Results,Uasin Gishu,Tallying & Results,results_delay,results_delay,social_post,English,PROJECT_CURATED_CORPUS
KE22-0700,Too few officials on site in Uasin Gishu. Voters and agents are doing more queue management than staff.,2022-08-15 18:20:25,Staffing Issues,Uasin Gishu,Tallying & Results,commission_split,official_absence,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0162,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-15 19:34:00,Public Opinion,Siaya,Tallying & Results,commission_split,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0506,watu are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa. uchaguzi ni yetu.,2022-08-15 19:34:00,Public Opinion,Kiambu,Tallying & Results,form_34a_verification,concern_over_integrity,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0503,"Results board updates are slower than hoped, but at least the figures are being checked carefully.",2022-08-15 19:58:20,Counting & Results,Nairobi,Tallying & Results,results_delay,results_delay,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0839,Young people in Siaya are escorting elderly voters and reminding everyone to keep peace. #ElectionsKE2022,2022-08-15 20:52:00,Positive Events,Siaya,Tallying & Results,commission_split,community_monitoring,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0437,Road blockage reported near a voting centre in Nairobi. People are being told to avoid the area. Hii sio sawa.,2022-08-15 21:02:00,Security Issues,Nairobi,Tallying & Results,form_34a_verification,dangerous_speech,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0092,Another dispute over forms at Bomas. watu are asking why the same constituencies keep stalling. Hii sio sawa.,2022-08-15 21:12:23,Counting & Results,Bungoma,Tallying & Results,commission_split,results_delay,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0873,The problem is not only delay; it is delay without a clear explanation from the commission.,2022-08-15 21:30:00,Counting & Results,Nairobi,Tallying & Results,bomas_tallying,results_correction,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0742,People have been on the queue for hours in Nairobi and still no clear guidance from officials.,2022-08-15 22:06:49,Voting Issues,Nairobi,Tallying & Results,form_34a_verification,queue_delay,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0492,"I may not agree with everyone, but voters turning out quietly in Siaya is encouraging.",2022-08-15 22:40:00,Public Opinion,Siaya,Tallying & Results,commission_split,trust_in_iebc,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0050,Confusion over ballot papers and desk flow is slowing the station badly in Kakamega. Hii sio sawa.,2022-08-15 23:34:00,Polling Administration,Kakamega,Tallying & Results,commission_split,late_opening,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0787,People are angry about delays and mixed messaging. This process should feel clearer than this. uchaguzi ni yetu.,2022-08-15 23:55:00,Public Opinion,Mombasa,Tallying & Results,bomas_tallying,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0285,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-15 23:59:59,Counting & Results,Kisumu,Tallying & Results,bomas_tallying,results_correction,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0739,Young people in Siaya are escorting elderly voters and reminding everyone to keep peace. #KenyaDecides2022,2022-08-15 23:59:59,Positive Events,Siaya,Tallying & Results,commission_split,citizen_support,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0335,Supporters in Nairobi say the correction of an earlier tally was the right call. Better accuracy than speed.,2022-08-15 23:59:59,Counting & Results,Nairobi,Tallying & Results,form_34a_verification,results_delay,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0320,Tallying from Bungoma continues as parties compare Form 34A uploads against local records.,2022-08-15 23:59:59,Counting & Results,Bungoma,Tallying & Results,results_delay,results_correction,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0795,People around here are mostly waiting for official communication before reacting either way.,2022-08-15 23:59:59,Public Opinion,Nairobi,Tallying & Results,commission_split,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0318,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kisumu.,2022-08-15 23:59:59,Public Opinion,Kisumu,Tallying & Results,commission_split,concern_over_integrity,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0544,Young people in Garissa are escorting elderly voters and reminding everyone to keep peace. #KenyaElections2022 Tuwe watulivu.,2022-08-15 23:59:59,Positive Events,Garissa,Tallying & Results,bomas_tallying,peace_initiative,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0124,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-15 23:59:59,Media Reports,Nairobi,Tallying & Results,form_34a_verification,candidate_quote,news_update,English,PROJECT_CURATED_CORPUS
KE22-0809,Church leaders in Kiambu continue peace messaging outside stations as voting proceeds.,2022-08-15 23:59:59,Positive Events,Kiambu,Tallying & Results,bomas_tallying,peace_initiative,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0557,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-15 23:59:59,Counting & Results,Bungoma,Tallying & Results,commission_split,form_34a,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0290,Party agents in Nakuru say some officials are acting partisan instead of procedural.,2022-08-15 23:59:59,Staffing Issues,Nakuru,Tallying & Results,bomas_tallying,staff_arrest,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0229,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-15 23:59:59,Media Reports,Nakuru,Tallying & Results,bomas_tallying,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0027,Confusion over ballot papers and desk flow is slowing the station badly in Nairobi.,2022-08-15 23:59:59,Polling Administration,Nairobi,Tallying & Results,results_delay,station_flow,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0496,Voters in Bungoma say assistance for the elderly and watu with disabilities is too inconsistent.,2022-08-15 23:59:59,Voting Issues,Bungoma,Tallying & Results,bomas_tallying,invalid_ballot,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0134,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-15 23:59:59,Counting & Results,Uasin Gishu,Tallying & Results,bomas_tallying,results_correction,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0842,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-15 23:59:59,Counting & Results,Nairobi,Tallying & Results,results_delay,bomas_update,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0702,Reporters tracking the count say political camps are contesting figures from multiple constituencies.,2022-08-15 23:59:59,Media Reports,Bungoma,Tallying & Results,commission_split,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0163,Local observers say most voters they met in Kajiado are focused on finishing the process quietly.,2022-08-15 23:59:59,Positive Events,Kajiado,Tallying & Results,results_delay,peace_initiative,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0673,William Ruto campaign team released today's itinerary for Homabay and neighbouring constituencies.,2022-08-15 23:59:59,Political Rallies,Homabay,Tallying & Results,commission_split,crowd_mobilization,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0433,"Media desks report steady voter traffic in Siaya, with isolated delays under review.",2022-08-15 23:59:59,Media Reports,Siaya,Tallying & Results,commission_split,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0169,Church leaders in Nakuru continue amani messaging outside stations as voting proceeds.,2022-08-15 23:59:59,Positive Events,Nakuru,Tallying & Results,bomas_tallying,orderly_voting,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0585,Polling stations in Nakuru are adjusting desk layout to reduce congestion as turnout rises.,2022-08-15 23:59:59,Polling Administration,Nakuru,Tallying & Results,bomas_tallying,station_flow,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0440,Tallying from Kakamega continues as parties compare Form 34A uploads against local records.,2022-08-15 23:59:59,Counting & Results,Kakamega,Tallying & Results,form_34a_verification,bomas_update,social_post,English,PROJECT_CURATED_CORPUS
KE22-0647,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-15 23:59:59,Public Opinion,Nakuru,Tallying & Results,commission_split,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0643,Too few officials on site in Uasin Gishu. Voters and agents are doing more queue management than staff.,2022-08-15 23:59:59,Staffing Issues,Uasin Gishu,Tallying & Results,commission_split,official_absence,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0032,Kenya Kwanza campaign team released today's itinerary for Nakuru and neighbouring constituencies.,2022-08-16 00:00:00,Political Rallies,Nakuru,Post-Result Reaction,peace_monitoring,coalition_response,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0480,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-16 00:00:00,Counting & Results,Siaya,Post-Result Reaction,local_tension_watch,transmission_issue,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0164,"The mood around Kisumu feels orderly and hopeful. Watu waamue, we keep peace.",2022-08-16 00:00:00,Public Opinion,Kisumu,Post-Result Reaction,results_reaction,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0888,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-16 00:00:00,Public Opinion,Bungoma,Post-Result Reaction,results_reaction,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0803,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure.",2022-08-16 00:00:00,Positive Events,Mombasa,Post-Result Reaction,peace_monitoring,community_monitoring,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0606,Community peace volunteers in Kajiado are doing a solid job cooling tensions near the polling centre.,2022-08-16 00:00:00,Positive Events,Kajiado,Post-Result Reaction,petition_expectation,citizen_support,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0667,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. Hii sio sawa.,2022-08-16 00:00:00,Public Opinion,Uasin Gishu,Post-Result Reaction,local_tension_watch,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0486,Heavy tension outside the tally site in Mombasa; police are struggling to separate rival groups.,2022-08-16 00:00:00,Security Issues,Mombasa,Post-Result Reaction,results_reaction,localized_disruption,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0402,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Nairobi.,2022-08-16 00:00:00,Public Opinion,Nairobi,Post-Result Reaction,petition_expectation,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0889,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-16 00:00:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0770,The street mood in Nairobi is cautious. Everyone is watching IEBC updates closely.,2022-08-16 00:00:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,results_anxiety,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0068,"Whatever our politics, Kenya looks calm so far. This is the kind of uchaguzi we prayed for. Tuwe watulivu.",2022-08-16 00:00:00,Public Opinion,Garissa,Post-Result Reaction,results_reaction,peace_message,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0374,The problem is not only delay; it is delay without a clear explanation from the commission. Hii sio sawa.,2022-08-16 00:00:00,Counting & Results,Bungoma,Post-Result Reaction,petition_expectation,results_correction,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0587,Road blockage reported near a voting centre in Mombasa. People are being told to avoid the area.,2022-08-16 00:00:00,Security Issues,Mombasa,Post-Result Reaction,results_reaction,rumor_alert,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0326,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-16 00:06:50,Counting & Results,Kisumu,Post-Result Reaction,results_reaction,bomas_update,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0863,"I may not agree with everyone, but voters turning out quietly in Uasin Gishu is encouraging.",2022-08-16 02:45:37,Public Opinion,Uasin Gishu,Post-Result Reaction,petition_expectation,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0629,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-16 02:57:00,Public Opinion,Kiambu,Post-Result Reaction,local_tension_watch,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0767,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-16 03:11:00,Public Opinion,Nakuru,Post-Result Reaction,petition_expectation,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0592,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-16 04:01:32,Media Reports,Nairobi,Post-Result Reaction,petition_expectation,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0247,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-16 07:00:00,Media Reports,Kakamega,Post-Result Reaction,petition_expectation,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0185,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-16 07:02:00,Public Opinion,Garissa,Post-Result Reaction,results_reaction,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0035,Observers say media and agents faced avoidable access problems because of poor staff coordination in Bungoma.,2022-08-16 07:29:00,Staffing Issues,Bungoma,Post-Result Reaction,peace_monitoring,staff_arrest,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0201,Heavy tension outside the tally site in Kisumu; police are struggling to separate rival groups.,2022-08-16 07:39:00,Security Issues,Kisumu,Post-Result Reaction,petition_expectation,police_presence,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0858,Polling station in Bungoma opened late and some voters left before materials were ready.,2022-08-16 07:50:00,Polling Administration,Bungoma,Post-Result Reaction,local_tension_watch,station_flow,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0130,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-16 08:12:16,Counting & Results,Nairobi,Post-Result Reaction,peace_monitoring,form_34a,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0391,"I may not agree with everyone, but voters turning out quietly in Kisumu is encouraging.",2022-08-16 09:33:51,Public Opinion,Kisumu,Post-Result Reaction,results_reaction,peace_message,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0144,Replacement officials reached the station in Kiambu and operations improved after a rough start.,2022-08-16 10:24:00,Staffing Issues,Kiambu,Post-Result Reaction,local_tension_watch,official_bias,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0063,Media update: disputes over forms and tallying procedures intensify pressure on the commission.,2022-08-16 10:44:00,Media Reports,Homabay,Post-Result Reaction,peace_monitoring,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0886,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kiambu.,2022-08-16 11:11:30,Public Opinion,Kiambu,Post-Result Reaction,peace_monitoring,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0126,Tallying from Kiambu continues as parties compare Form 34A uploads against local records.,2022-08-16 11:45:00,Counting & Results,Kiambu,Post-Result Reaction,local_tension_watch,form_34a,social_post,English,PROJECT_CURATED_CORPUS
KE22-0562,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-16 11:51:00,Media Reports,Mombasa,Post-Result Reaction,results_reaction,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0227,Tallying from Kakamega continues as parties compare Form 34A uploads against local records.,2022-08-16 13:16:00,Counting & Results,Kakamega,Post-Result Reaction,peace_monitoring,transmission_issue,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0141,"At Bomas, officials say verification is still underway and no constituency should be skipped.",2022-08-16 13:50:00,Counting & Results,Homabay,Post-Result Reaction,peace_monitoring,bomas_update,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0768,Security teams in Kisumu managed the crowd early and the area has stayed tulivu since.,2022-08-16 13:53:00,Security Issues,Kisumu,Post-Result Reaction,local_tension_watch,localized_disruption,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0431,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-16 14:13:00,Public Opinion,Nairobi,Post-Result Reaction,petition_expectation,candidate_support,social_post,English,PROJECT_CURATED_CORPUS
KE22-0012,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. uchaguzi ni yetu.,2022-08-16 14:29:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,trust_in_iebc,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0704,Threatening slogans and online incitement are making the atmosphere in Nairobi feel unsafe. Hii sio sawa.,2022-08-16 15:08:00,Security Issues,Nairobi,Post-Result Reaction,local_tension_watch,road_blockage,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0774,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-16 15:23:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0362,Rumors of confrontation in Nairobi are moving faster than official updates and that is dangerous.,2022-08-16 15:42:00,Security Issues,Nairobi,Post-Result Reaction,results_reaction,road_blockage,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0183,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-16 15:49:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0651,"I may not agree with everyone, but voters turning out quietly in Bungoma is encouraging.",2022-08-16 15:51:00,Public Opinion,Bungoma,Post-Result Reaction,petition_expectation,peace_message,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0801,Crowds in Nairobi followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-16 16:40:00,Political Rallies,Nairobi,Post-Result Reaction,petition_expectation,crowd_mobilization,news_update,English,PROJECT_CURATED_CORPUS
KE22-0275,The problem is not only delay; it is delay without a clear explanation from the commission. Hii sio sawa.,2022-08-16 17:00:00,Counting & Results,Nakuru,Post-Result Reaction,petition_expectation,transmission_issue,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0487,Heavy tension outside the tally site in Homabay; police are struggling to separate rival groups. Hii sio sawa.,2022-08-16 18:28:00,Security Issues,Homabay,Post-Result Reaction,petition_expectation,dangerous_speech,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0372,Teams are monitoring transport routes and public screens in Kiambu after rumor traffic rose online.,2022-08-16 18:53:00,Security Issues,Kiambu,Post-Result Reaction,peace_monitoring,dangerous_speech,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0638,Young people in Mombasa are escorting elderly voters and reminding everyone to keep amani. #KenyaDecides2022 Tuwe watulivu.,2022-08-16 19:22:00,Positive Events,Mombasa,Post-Result Reaction,local_tension_watch,citizen_support,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0639,Supporters in Nakuru say the rally felt energized but disciplined. No chaos after dispersal.,2022-08-16 21:55:00,Political Rallies,Nakuru,Post-Result Reaction,peace_monitoring,crowd_mobilization,news_update,English,PROJECT_CURATED_CORPUS
KE22-0246,Threatening slogans and online incitement are making the atmosphere in Bungoma feel unsafe.,2022-08-16 22:49:00,Security Issues,Bungoma,Post-Result Reaction,petition_expectation,police_presence,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0717,The problem is not only delay; it is delay without a clear explanation from the commission.,2022-08-17 03:04:00,Counting & Results,Nairobi,Post-Result Reaction,petition_expectation,results_correction,social_post,English,PROJECT_CURATED_CORPUS
KE22-0086,Community amani volunteers in Kakamega are doing a solid job cooling tensions near the polling centre.,2022-08-17 03:19:00,Positive Events,Kakamega,Post-Result Reaction,local_tension_watch,community_monitoring,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0389,Threatening slogans and online incitement are making the atmosphere in Kajiado feel unsafe. Hii sio sawa.,2022-08-17 03:23:00,Security Issues,Kajiado,Post-Result Reaction,peace_monitoring,road_blockage,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0098,Another dispute over forms at Bomas. watu are asking why the same constituencies keep stalling. Hii sio sawa.,2022-08-17 03:33:00,Counting & Results,Mombasa,Post-Result Reaction,peace_monitoring,results_correction,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0184,Kenya Kwanza says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-17 03:33:00,Media Reports,Kakamega,Post-Result Reaction,results_reaction,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0241,"Media desks report steady voter traffic in Homabay, with isolated delays under review.",2022-08-17 03:58:00,Media Reports,Homabay,Post-Result Reaction,results_reaction,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0260,Another dispute over forms at Bomas. watu are asking why the same constituencies keep stalling.,2022-08-17 04:24:00,Counting & Results,Uasin Gishu,Post-Result Reaction,results_reaction,results_correction,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0287,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-17 04:47:00,Public Opinion,Kisumu,Post-Result Reaction,petition_expectation,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0159,Community amani volunteers in Uasin Gishu are doing a solid job cooling tensions near the polling centre.,2022-08-17 05:19:00,Positive Events,Uasin Gishu,Post-Result Reaction,peace_monitoring,community_monitoring,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0200,Observers in Nairobi say staffing gaps were reported early and replacements are being processed.,2022-08-17 05:29:54,Staffing Issues,Nairobi,Post-Result Reaction,petition_expectation,staff_arrest,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0488,"More results from Kakamega have been posted, though final county totals are still pending.",2022-08-17 05:33:00,Counting & Results,Kakamega,Post-Result Reaction,peace_monitoring,bomas_update,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0264,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-17 07:18:00,Media Reports,Uasin Gishu,Post-Result Reaction,petition_expectation,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0221,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-17 07:25:00,Counting & Results,Kiambu,Post-Result Reaction,peace_monitoring,transmission_issue,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0382,Polling station in Kisumu opened late and some voters left before materials were ready.,2022-08-17 07:33:00,Polling Administration,Kisumu,Post-Result Reaction,peace_monitoring,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0186,"Media desks report steady voter traffic in Kisumu, with isolated delays under review.",2022-08-17 07:51:00,Media Reports,Kisumu,Post-Result Reaction,petition_expectation,observer_brief,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0524,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-17 07:54:00,Public Opinion,Nairobi,Post-Result Reaction,peace_monitoring,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0004,Church leaders in Kisumu continue peace messaging outside stations as voting proceeds.,2022-08-17 08:10:00,Positive Events,Kisumu,Post-Result Reaction,local_tension_watch,orderly_voting,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0618,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-17 08:24:00,Public Opinion,Kiambu,Post-Result Reaction,local_tension_watch,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0339,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-17 08:26:00,Public Opinion,Siaya,Post-Result Reaction,petition_expectation,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0057,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-17 08:36:00,Counting & Results,Nakuru,Post-Result Reaction,local_tension_watch,transmission_issue,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0469,Observers note orderly opening in most stations sampled this morning across Nakuru.,2022-08-17 08:48:00,Media Reports,Nakuru,Post-Result Reaction,local_tension_watch,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0709,Teams are monitoring transport routes and public screens in Bungoma after rumor traffic rose online.,2022-08-17 09:16:26,Security Issues,Bungoma,Post-Result Reaction,results_reaction,dangerous_speech,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0473,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure.",2022-08-17 09:55:00,Positive Events,Nairobi,Post-Result Reaction,results_reaction,citizen_support,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0294,"Everything is moving well at this station in Siaya. Long line, yes, but people are patient and calm. Tuwe watulivu.",2022-08-17 11:04:00,Positive Events,Siaya,Post-Result Reaction,petition_expectation,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0430,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kisumu.,2022-08-17 11:57:00,Public Opinion,Kisumu,Post-Result Reaction,results_reaction,results_anxiety,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0555,Polling stations in Nairobi are adjusting desk layout to reduce congestion as turnout rises.,2022-08-17 13:15:00,Polling Administration,Nairobi,Post-Result Reaction,local_tension_watch,station_flow,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0441,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. Hii sio sawa.,2022-08-17 13:20:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0034,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure. Tuwe watulivu.",2022-08-17 13:46:00,Positive Events,Kajiado,Post-Result Reaction,petition_expectation,citizen_support,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0870,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-17 15:01:00,Public Opinion,Kisumu,Post-Result Reaction,local_tension_watch,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0532,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-17 15:20:00,Public Opinion,Nairobi,Post-Result Reaction,results_reaction,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0088,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. uchaguzi ni yetu.,2022-08-17 15:28:00,Public Opinion,Nakuru,Post-Result Reaction,petition_expectation,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0018,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-17 16:04:25,Public Opinion,Garissa,Post-Result Reaction,petition_expectation,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
